0.01,0.49744950892200523
0.02,0.4947961454086841
0.03,0.49203568028781275
0.04,0.4891655063931692
0.05,0.4861804681386442
0.06,0.4830774611793251
0.07,0.4798516728499167
0.08,0.4764965649930478
0.09,0.4730092271000399
0.1,0.46938333702446194
0.11,0.46561045412689755
0.12,0.46168780095224604
0.13,0.45760728178648097
0.14,0.45335797129833433
0.15,0.44893751974883506
0.16,0.44433208243911365
0.17,0.43953758533578097
0.18,0.43454255921952245
0.19,0.4293311822253738
0.2,0.42390081850381817
0.21,0.4182300784035889
0.22,0.4123108180947064
0.23,0.40613172436516815
0.24,0.399669551694508
0.25,0.3929162754078347
0.26,0.38584326351619247
0.27,0.3784359299789587
0.28,0.370672189995087
0.29,0.3625279290473855
0.3,0.35397672110443756
0.31,0.3449895164077589
0.32,0.33553428875892377
0.33,0.3255756349223103
0.34,0.31506734776888573
0.35,0.3039779337611788
0.36,0.2922446697896221
0.37,0.2798182518473617
0.38,0.2666353397344354
0.39,0.252615526498267
0.4,0.23768332022995975
0.41,0.22173411227463893
0.42,0.20466312830238828
0.43,0.1863198446038385
0.44,0.16655284045247842
0.45,0.1451501913600998
0.46,0.1218716445414851
0.47,0.09638121630669728
0.48,0.06824513327478827
0.49,0.03687714681581637
0.5,0.0044555971049409825
